,0
2508,KVHI
2509,"['0001007587', '1231']"
2510,KW
2511,"['0001408100', '1231']"
2512,KWR
2513,"['0000081362', '1231']"
2514,L
2515,"['0000060086', '1231']"
2516,LAD
2517,"['0001023128', '1231']"
2518,LAKE
2519,"['0000798081', '0131']"
2520,LAMR
2521,"['0001090425', '1231']"
2522,LANC
2523,"['0000057515', '0630']"
2524,LAWS
2525,"['0000703604', '1231']"
2526,LAZ
2527,"['0001311370', '40']"
2528,LBAI
2529,"['0000846901', '1231']"
2530,LBTYA
2531,"['0001570585', '40']"
2532,LBY
2533,"['0000902274', '1231']"
2534,LCI
2535,"['0000057725', '0630']"
2536,LCNB
2537,"['0001074902', '1231']"
2538,LDL
2539,"['0000060977', '1231']"
2540,LEA
2541,"['0000842162', '1231']"
2542,LECO
2543,"['0000059527', '1231']"
2544,LEDS
2545,"['0001333822', '40']"
2546,LEE
2547,"['0000058361', '0929']"
2548,LEG
2549,"['0000058492', '1231']"
2550,LEN
2551,"['0000920760', '1130']"
2552,LFUS
2553,"['0000889331', '1229']"
2554,LGND
2555,"['0000886163', '1231']"
2556,LH
2557,"['0000920148', '1231']"
2558,LHCG
2559,"['0001303313', '1231']"
2560,LIFE
2561,"['0001073431', '1231']"
2562,LII
2563,"['0001069202', '1231']"
2564,LINC
2565,"['0001286613', '1231']"
2566,LKFN
2567,"['0000721994', '1231']"
2568,LL
2569,"['0001396033', '1231']"
2570,LLNW
2571,"['0001391127', '1231']"
2572,LLY
2573,"['0000059478', '1231']"
2574,LM
2575,"['0000704051', '0331']"
2576,LMAT
2577,"['0001158895', '1231']"
2578,LMNR
2579,"['0001342423', '1031']"
2580,LMNX
2581,"['0001033905', '1231']"
2582,LMT
2583,"['0000936468', '1231']"
2584,LNC
2585,"['0000059558', '1231']"
2586,LNDC
2587,"['0001005286', '0526']"
2588,LNG
2589,"['0000003570', '1231']"
2590,LNN
2591,"['0000836157', '0831']"
2592,LNT
2593,"['0000352541', '1231']"
2594,LOAN
2595,"['0001080340', '1231']"
2596,LODE
2597,"['0001120970', '1231']"
2598,LOGI
2599,"['0001032975', '0331']"
2600,LOGM
2601,"['0001420302', '1231']"
2602,LOPE
2603,"['0001434588', '1231']"
2604,LOV
2605,"['16', '40']"
2606,LOW
2607,"['0000060667', '0131']"
2608,LPI
2609,"['0001528129', '1231']"
2610,LPL
2611,"['10', '40']"
2612,LPLA
2613,"['0001397911', '1231']"
2614,LPSN
2615,"['0001102993', '1231']"
2616,LPTH
2617,"['0000889971', '0630']"
2618,LPX
2619,"['0000060519', '1231']"
2620,LQDT
2621,"['0001235468', '0930']"
2622,LRCX
2623,"['0000707549', '0628']"
2624,LRN
2625,"['0001157408', '0630']"
2626,LSCC
2627,"['0000855658', '0102']"
2628,LSI
2629,"['0000944314', '1231']"
2630,LSTR
2631,"['0000853816', '1228']"
2632,LTC
2633,"['0000887905', '1231']"
2634,LTM
2635,"['0001076195', '1231']"
2636,LTRX
2637,"['0001114925', '0630']"
2638,LTS
2639,"['0001029730', '1231']"
2640,LUB
2641,"['0000016099', '0828']"
2642,LULU
2643,"['0001397187', '40']"
2644,LUNA
2645,"['0001239819', '1231']"
2646,LUV
2647,"['0000092380', '1231']"
2648,LVS
2649,"['0001300514', '1231']"
2650,LWAY
2651,"['0000814586', '1231']"
2652,LXP
2653,"['0000910108', '1231']"
2654,LXRX
2655,"['0001062822', '1231']"
2656,LXU
2657,"['0000060714', '1231']"
2658,LYB
2659,"['0001489393', '7']"
2660,LYTS
2661,"['0000763532', '0630']"
2662,LYV
2663,"['0001335258', '1231']"
2664,LZB
2665,"['0000057131', '0427']"
2666,M
2667,"['0000794367', '0201']"
2668,MA
2669,"['0001141391', '1231']"
2670,MAA
2671,"['0000912595', '1231']"
2672,MAC
2673,"['0000912242', '1231']"
2674,MACK
2675,"['0001274792', '1231']"
2676,MAG
2677,"['1', '40']"
2678,MAIN
2679,"['0001396440', '1231']"
2680,MAN
2681,"['0000871763', '1231']"
2682,MANH
2683,"['0001056696', '1231']"
2684,MANT
2685,"['0000892537', '1231']"
2686,MAR
2687,"['0001048286', '1231']"
2688,MARK
2689,"['0001368365', '1231']"
2690,MAS
2691,"['0000062996', '1231']"
2692,MASI
2693,"['0000937556', '1228']"
2694,MAT
2695,"['0000063276', '1231']"
2696,MATW
2697,"['0000063296', '0930']"
2698,MBT
2699,"['11', '40']"
2700,MBWM
2701,"['0001042729', '1231']"
2702,MCBC
2703,"['0001053584', '1231']"
2704,MCC
2705,"['0001490349', '06']"
2706,MCD
2707,"['0000063908', '1231']"
2708,MCEP
2709,"['0001527709', '1231']"
2710,MCF
2711,"['0001071993', '1231']"
2712,MCHP
2713,"['0000827054', '0331']"
2714,MCHX
2715,"['0001224133', '1231']"
2716,MCK
2717,"['0000927653', '0331']"
2718,MCO
2719,"['0001059556', '1231']"
2720,MCRI
2721,"['0000907242', '1231']"
2722,MCS
2723,"['0000062234', '1226']"
2724,MCY
2725,"['0000064996', '1231']"
2726,MD
2727,"['0000893949', '1231']"
2728,MDC
2729,"['0000773141', '1231']"
2730,MDCA
2731,"['0000876883', '6']"
2732,MDCO
2733,"['0001113481', '1231']"
2734,MDP
2735,"['0000065011', '0630']"
2736,MDR
2737,"['0000708819', '1']"
2738,MDRX
2739,"['0001124804', '1231']"
2740,MDT
2741,"['0001613103', '40']"
2742,MDU
2743,"['0000067716', '1231']"
2744,MED
2745,"['0000910329', '1231']"
2746,MEI
2747,"['0000065270', '0502']"
2748,MELI
2749,"['0001099590', '40']"
2750,MEOH
2751,"['0000886977', '40']"
2752,MERC
2753,"['0000075659', '1231']"
2754,MET
2755,"['0001099219', '1231']"
2756,MFA
2757,"['0001055160', '1231']"
2758,MFC
2759,"['0001086888', '40']"
2760,MFSF
2761,"['0001094810', '1231']"
2762,MG
2763,"['0001436126', '1231']"
2764,MGA
2765,"['0000749098', '40']"
2766,MGI
2767,"['0001273931', '1231']"
2768,MGIC
2769,"['1231', '40']"
2770,MGLN
2771,"['0000019411', '1231']"
2772,MGM
2773,"['0000789570', '1231']"
2774,MGPI
2775,"['0000835011', '1231']"
2776,MGRC
2777,"['0000752714', '1231']"
2778,MHK
2779,"['0000851968', '1231']"
2780,MHLD
2781,"['0001412100', '40']"
2782,MHO
2783,"['0000799292', '1231']"
2784,MIC
2785,"['0001289790', '1231']"
2786,MIDD
2787,"['0000769520', '1228']"
2788,MIND
2789,"['0000926423', '0131']"
2790,MINI
2791,"['0000911109', '1231']"
2792,MITK
2793,"['0000807863', '0930']"
2794,MITT
2795,"['0001514281', '1231']"
2796,MKC
2797,"['0000063754', '1130']"
2798,MKL
2799,"['0001096343', '1231']"
2800,MKSI
2801,"['0001049502', '1231']"
2802,MKTX
2803,"['0001278021', '1231']"
2804,MLAB
2805,"['0000724004', '0331']"
2806,MLHR
2807,"['0000066382', '0530']"
2808,MLI
2809,"['0000089439', '1228']"
2810,MLM
2811,"['0000916076', '1231']"
2812,MLNX
2813,"['0001356104', '3']"
2814,MLVF
2815,"['0001550603', '0930']"
2816,MMC
2817,"['0000062709', '1231']"
2818,MMI
2819,"['0001578732', '1231']"
2820,MMLP
2821,"['0001176334', '1231']"
2822,MMM
2823,"['0000066740', '1231']"
2824,MMP
2825,"['0001126975', '1231']"
2826,MMS
2827,"['0001032220', '0930']"
2828,MMSI
2829,"['0000856982', '1231']"
2830,MMYT
2831,"['0331', '40']"
2832,MN
2833,"['0001524223', '1231']"
2834,MNI
2835,"['0001056087', '1229']"
2836,MNKD
2837,"['0000899460', '1231']"
2838,MNR
2839,"['0000067625', '0930']"
2840,MNRO
2841,"['0000876427', '0328']"
2842,MNST
2843,"['0000865752', '1231']"
2844,MNTA
2845,"['0001235010', '1231']"
2846,MNTX
2847,"['0001302028', '1231']"
2848,MO
2849,"['0000764180', '1231']"
2850,MOD
2851,"['0000067347', '0331']"
2852,MOFG
2853,"['0001412665', '1231']"
2854,MOH
2855,"['0001179929', '1231']"
2856,MORN
2857,"['0001289419', '1231']"
2858,MOS
2859,"['0001285785', '1231']"
2860,MOSY
2861,"['0000890394', '1231']"
2862,MOV
2863,"['0000072573', '0131']"
2864,MPAA
2865,"['0000918251', '0331']"
2866,MPC
2867,"['0001510295', '1231']"
2868,MPW
2869,"['0001287865', '1231']"
2870,MPWR
2871,"['0001280452', '1231']"
2872,MPX
2873,"['0001129155', '1231']"
2874,MR
2875,"['0001600470', '1231']"
2876,MRC
2877,"['0001439095', '1231']"
2878,MRCY
2879,"['0001049521', '0703']"
2880,MRK
2881,"['0000310158', '1231']"
2882,MRLN
2883,"['0001260968', '1231']"
2884,MRO
2885,"['0000101778', '1231']"
2886,MRTN
2887,"['0000799167', '1231']"
2888,MRVL
2889,"['0001058057', '40']"
2890,MS
2891,"['0000895421', '1231']"
2892,MSA
2893,"['0000066570', '1231']"
2894,MSCI
2895,"['0001408198', '1231']"
2896,MSEX
2897,"['0000066004', '1231']"
2898,MSFT
2899,"['0000789019', '0630']"
2900,MSG
2901,"['0001636519', '0630']"
2902,MSI
2903,"['0000068505', '1231']"
2904,MSM
2905,"['0001003078', '0829']"
2906,MSON
2907,"['0000880432', '0630']"
2908,MSTR
2909,"['0001050446', '1231']"
2910,MT
2911,"['0001243429', '40']"
2912,MTB
2913,"['0000036270', '1231']"
2914,MTD
2915,"['0001037646', '1231']"
2916,MTDR
2917,"['0001520006', '1231']"
2918,MTG
2919,"['0000876437', '1231']"
2920,MTH
2921,"['0000833079', '1231']"
2922,MTN
2923,"['0000812011', '0731']"
2924,MTOR
2925,"['0001113256', '0930']"
2926,MTRN
2927,"['0001104657', '1231']"
2928,MTRX
2929,"['0000866273', '0630']"
2930,MTSC
2931,"['0000068709', '0928']"
2932,MTSI
2933,"['0001493594', '0930']"
2934,MTW
2935,"['0000061986', '1231']"
2936,MTX
2937,"['0000891014', '1231']"
2938,MTZ
2939,"['0000015615', '1231']"
2940,MUR
2941,"['0000717423', '1231']"
2942,MUSA
2943,"['0001573516', '1231']"
2944,MUX
2945,"['0000314203', '40']"
2946,MVC
2947,"['0001099941', '09']"
2948,MVIS
2949,"['0000065770', '1231']"
2950,MWA
2951,"['0001350593', '0930']"
2952,MX
2953,"['0001325702', '40']"
2954,MXIM
2955,"['0000743316', '0627']"
2956,MXL
2957,"['0001288469', '1231']"
2958,MYE
2959,"['0000069488', '1231']"
2960,MYGN
2961,"['0000899923', '0630']"
2962,MYL
2963,"['0001623613', '40']"
2964,MYRG
2965,"['0000700923', '1231']"
2966,NAT
2967,"['29', '40']"
2968,NATI
2969,"['0000935494', '1231']"
2970,NATR
2971,"['0000275053', '1231']"
2972,NAUH
2973,"['0001399855', '0531']"
2974,NAV
2975,"['0000808450', '1031']"
2976,NAVB
2977,"['0000810509', '1231']"
2978,NBIX
2979,"['0000914475', '1231']"
2980,NBL
2981,"['0000072207', '1231']"
2982,NBN
2983,"['0000811831', '0630']"
2984,NBR
2985,"['0001163739', '40']"
2986,NBTB
2987,"['0000790359', '1231']"
2988,NBY
2989,"['0001389545', '1231']"
2990,NCMI
2991,"['0001377630', '1226']"
2992,NCR
2993,"['0000070866', '1231']"
2994,NDAQ
2995,"['0001120193', '1231']"
2996,NDSN
2997,"['0000072331', '1031']"
2998,NE
2999,"['0001458891', '40']"
3000,EQIX
3001,"['0001101239', '1231']"
3002,EQR
3003,"['0000906107', '1231']"
3004,EQT
3005,"['0000033213', '1231']"
3006,ERF
3007,"['29', '40']"
3008,ERIC
3009,"['1231', '40']"
3010,ERIE
3011,"['0000922621', '1231']"
3012,ERII
3013,"['0001421517', '1231']"
3014,ERJ
3015,"['09', '40']"
3016,ES
3017,"['0000072741', '1231']"
3018,ESCA
3019,"['0000033488', '1229']"
3020,ESE
3021,"['0000866706', '0930']"
3022,ESEA
3023,"['3', '40']"
3024,ESGR
3025,"['0001363829', '40']"
3026,ESI
3027,"['0001590714', '1231']"
3028,ESLT
3029,"['1231', '40']"
3030,ESS
3031,"['0000920522', '1231']"
3032,ESSA
3033,"['0001382230', '0930']"
3034,ESTE
3035,"['0000010254', '1231']"
3036,ET
3037,"['0001276187', '1231']"
3038,ETFC
3039,"['0001015780', '1231']"
3040,ETH
3041,"['0000896156', '0630']"
3042,ETM
3043,"['0001067837', '1231']"
3044,ETN
3045,"['0001551182', '40']"
3046,ETR
3047,"['0000065984', '1231']"
3048,EV
3049,"['0000350797', '1031']"
3050,EVBN
3051,"['0000842518', '1231']"
3052,EVC
3053,"['0001109116', '1231']"
3054,EVER
3055,"['0001640428', '1231']"
3056,EVOL
3057,"['0001052054', '1231']"
3058,EVR
3059,"['0001360901', '1231']"
3060,EW
3061,"['0001099800', '1231']"
3062,EWBC
3063,"['0001069157', '1231']"
3064,EXAS
3065,"['0001124140', '1231']"
3066,EXC
3067,"['0001109357', '1231']"
3068,EXEL
3069,"['0000939767', '0103']"
3070,EXFO
3071,"['16', '40']"
3072,EXK
3073,"['20', '40']"
3074,EXLS
3075,"['0001297989', '40']"
3076,EXP
3077,"['0000918646', '0331']"
3078,EXPD
3079,"['0000746515', '1231']"
3080,EXPE
3081,"['0001324424', '1231']"
3082,EXPO
3083,"['0000851520', '0103']"
3084,EXPR
3085,"['0001483510', '0201']"
3086,EXR
3087,"['0001289490', '1231']"
3088,EXTR
3089,"['0001078271', '0630']"
3090,EZPW
3091,"['0000876523', '0930']"
3092,F
3093,"['0000037996', '1231']"
3094,FAF
3095,"['0001472787', '1231']"
3096,FARM
3097,"['0000034563', '0630']"
3098,FARO
3099,"['0000917491', '1231']"
3100,FAST
3101,"['0000815556', '1231']"
3102,FBC
3103,"['0001033012', '1231']"
3104,FBHS
3105,"['0001519751', '1231']"
3106,FBIZ
3107,"['0001521951', '1231']"
3108,FBMS
3109,"['0000947559', '1231']"
3110,FBNC
3111,"['0000811589', '1231']"
3112,FBP
3113,"['0001057706', '1231']"
3114,FC
3115,"['0000886206', '0831']"
3116,FCBC
3117,"['0000859070', '1231']"
3118,FCCO
3119,"['0000932781', '1231']"
3120,FCCY
3121,"['0001141807', '1231']"
3122,FCEL
3123,"['0000886128', '1031']"
3124,FCF
3125,"['0000712537', '1231']"
3126,FCFS
3127,"['0000840489', '1231']"
3128,FCN
3129,"['0000887936', '1231']"
3130,FCX
3131,"['0000831259', '1231']"
3132,FDEF
3133,"['0000946647', '1231']"
3134,FDP
3135,"['0001047340', '9']"
3136,FDS
3137,"['0001013237', '0831']"
3138,FDUS
3139,"['0001513363', '1231']"
3140,FDX
3141,"['0001048911', '0531']"
3142,FE
3143,"['0001031296', '1231']"
3144,FELE
3145,"['0000038725', '1231']"
3146,FENG
3147,"['4', '40']"
3148,FET
3149,"['0001401257', '1231']"
3150,FF
3151,"['0001337298', '1231']"
3152,FFBC
3153,"['0000708955', '1231']"
3154,FFG
3155,"['0001012771', '1231']"
3156,FFIC
3157,"['0000923139', '1231']"
3158,FFIN
3159,"['0000036029', '1231']"
3160,FFIV
3161,"['0001048695', '0930']"
3162,FFNW
3163,"['0001401564', '1231']"
3164,FGP
3165,"['0000922358', '0731']"
3166,FHN
3167,"['0000036966', '1231']"
3168,FIBK
3169,"['0000860413', '1231']"
3170,FICO
3171,"['0000814547', '0930']"
3172,FII
3173,"['0001056288', '1231']"
3174,FIS
3175,"['0001136893', '1231']"
3176,FISI
3177,"['0000862831', '1231']"
3178,FISV
3179,"['0000798354', '1231']"
3180,FITB
3181,"['0000035527', '1231']"
3182,FIX
3183,"['0001035983', '1231']"
3184,FIZZ
3185,"['0000069891', '0501']"
3186,FL
3187,"['0000850209', '0201']"
3188,FLDM
3189,"['0001162194', '1231']"
3190,FLEX
3191,"['0000866374', '40']"
3192,FLIC
3193,"['0000740663', '1231']"
3194,FLIR
3195,"['0000354908', '1231']"
3196,FLL
3197,"['0000891482', '1231']"
3198,FLO
3199,"['0001128928', '1228']"
3200,FLOW
3201,"['0001641991', '1231']"
3202,FLR
3203,"['0001124198', '1231']"
3204,FLS
3205,"['0000030625', '1231']"
3206,FLT
3207,"['0001175454', '1231']"
3208,FLWS
3209,"['0001084869', '0628']"
3210,FLY
3211,"['29', '40']"
3212,FMBI
3213,"['0000702325', '1231']"
3214,FMC
3215,"['0000037785', '1231']"
3216,FMNB
3217,"['0000709337', '1231']"
3218,FMS
3219,"['02', '40']"
3220,FMX
3221,"['1231', '40']"
3222,FN
3223,"['0001408710', '40']"
3224,FNB
3225,"['0000037808', '1231']"
3226,FNF
3227,"['0001331875', '1231']"
3228,FNV
3229,"['1231', '40']"
3230,FOE
3231,"['0000035214', '1231']"
3232,FOLD
3233,"['0001178879', '1231']"
3234,FOR
3235,"['0001406587', '0930']"
3236,FORM
3237,"['0001039399', '1228']"
3238,FORR
3239,"['0001023313', '1231']"
3240,FOSL
3241,"['0000883569', '1228']"
3242,FR
3243,"['0000921825', '1231']"
3244,FRAN
3245,"['0001399935', '0201']"
3246,FRBK
3247,"['0000834285', '1231']"
3248,FRC
3249,"['40', 'NULL']"
3250,FRME
3251,"['0000712534', '1231']"
3252,FRO
3253,"['11', '40']"
3254,FRT
3255,"['0000034903', '1231']"
3256,FSFG
3257,"['0001435508', '0930']"
3258,FSI
3259,"['0001069394', '40']"
3260,FSLR
3261,"['0001274494', '1231']"
3262,FSM
3263,"['0000037914', '1102']"
3264,FSP
3265,"['0001031316', '1231']"
3266,FSS
3267,"['0000277509', '1231']"
3268,FSTR
3269,"['0000352825', '1231']"
3270,FTEK
3271,"['0000846913', '1231']"
3272,FTI
3273,"['0001681459', '40']"
3274,FTK
3275,"['0000928054', '1231']"
3276,FTNT
3277,"['0001262039', '1231']"
3278,FTR
3279,"['0000020520', '1231']"
3280,FUL
3281,"['0000039368', '1130']"
3282,FULT
3283,"['0000700564', '1231']"
3284,FUN
3285,"['0000811532', '1231']"
3286,FVE
3287,"['0001159281', '1231']"
3288,FWRD
3289,"['0000912728', '1231']"
3290,G
3291,"['0001398659', '40']"
3292,GABC
3293,"['0000714395', '1231']"
3294,GAIA
3295,"['0001089872', '1231']"
3296,GAIN
3297,"['0001321741', '0331']"
3298,GALT
3299,"['0001133416', '1231']"
3300,GASS
3301,"['0001328919', '40']"
3302,GBCI
3303,"['0000868671', '1231']"
3304,GBDC
3305,"['0001476765', '14']"
3306,GBL
3307,"['0001060349', '1231']"
3308,GBLI
3309,"['0001494904', '40']"
3310,GBX
3311,"['0000923120', '0831']"
3312,GCAP
3313,"['0001444363', '1231']"
3314,GCI
3315,"['0001635718', '1231']"
3316,GCO
3317,"['0000018498', '0201']"
3318,GD
3319,"['0000040533', '1231']"
3320,GDI
3321,"['0001699150', '1231']"
3322,GDOT
3323,"['0001386278', '1231']"
3324,GDP
3325,"['0000943861', '1231']"
3326,GE
3327,"['0000040545', '1231']"
3328,GEF
3329,"['0000043920', '1031']"
3330,GEL
3331,"['0001022321', '1231']"
3332,GENC
3333,"['0000064472', '0930']"
3334,GEO
3335,"['0000923796', '1231']"
3336,GERN
3337,"['0000886744', '1231']"
3338,GES
3339,"['0000912463', '0201']"
3340,GEVO
3341,"['0001392380', '1231']"
3342,GFF
3343,"['0000050725', '0930']"
3344,GFI
3345,"['06', '40']"
3346,GFN
3347,"['0001342287', '0630']"
3348,GGG
3349,"['0000042888', '1227']"
3350,GHDX
3351,"['0001131324', '1231']"
3352,GHL
3353,"['0001282977', '1231']"
3354,GHM
3355,"['0000716314', '0331']"
3356,GIB
3357,"['30', '40']"
3358,GIFI
3359,"['0001031623', '1231']"
3360,GIG
3361,"['0001719489', '0930']"
3362,GIII
3363,"['0000821002', '0131']"
3364,GIL
3365,"['09', '40']"
3366,GILD
3367,"['0000882095', '1231']"
3368,GILT
3369,"['1231', '40']"
3370,GIS
3371,"['0000040704', '0529']"
3372,GLAD
3373,"['0001143513', '0930']"
3374,GLDD
3375,"['0001372020', '1231']"
3376,GLNG
3377,"['0', '40']"
3378,GLOG
3379,"['0', '40']"
3380,GLOW
3381,"['0000746210', '1231']"
3382,GLP
3383,"['0001323468', '1231']"
3384,GLRE
3385,"['0001385613', '40']"
3386,GLT
3387,"['0000041719', '1231']"
3388,GLUU
3389,"['0001366246', '1231']"
3390,GLW
3391,"['0000024741', '1231']"
3392,GM
3393,"['0001467858', '1231']"
3394,GME
3395,"['0001326380', '0201']"
3396,GMLP
3397,"['1231', '40']"
3398,GMO
3399,"['0001275229', '1231']"
3400,GNC
3401,"['0001502034', '1231']"
3402,GNE
3403,"['0001528356', '1231']"
3404,GNK
3405,"['0001326200', '1']"
3406,GNMK
3407,"['0001487371', '1231']"
3408,GNRC
3409,"['0001474735', '1231']"
3410,GNTX
3411,"['0000355811', '1231']"
3412,GNW
3413,"['0001276520', '1231']"
3414,GOL
3415,"['1231', '40']"
3416,GOLD
3417,"['0000756894', '40']"
3418,GOLF
3419,"['0001672013', '1231']"
3420,GOOD
3421,"['0001234006', '1231']"
3422,GOOG
3423,"['0001652044', '1231']"
3424,GORO
3425,"['0001160791', '1231']"
3426,GPC
3427,"['0000040987', '1231']"
3428,GPI
3429,"['0001031203', '1231']"
3430,GPK
3431,"['0001408075', '1231']"
3432,GPL
3433,"['17', '40']"
3434,GPN
3435,"['0001123360', '1231']"
3436,GPOR
3437,"['0000874499', '1231']"
3438,GPRE
3439,"['0001309402', '1231']"
3440,GPRO
3441,"['0001500435', '1231']"
3442,GPS
3443,"['0000039911', '0202']"
3444,GPX
3445,"['0000070415', '1231']"
3446,GRA
3447,"['0001045309', '1231']"
3448,GRC
3449,"['0000042682', '1231']"
3450,GRFS
3451,"['0001438569', '40']"
3452,GRMN
3453,"['0001121788', '40']"
3454,GRPN
3455,"['0001490281', '1231']"
3456,GS
3457,"['0000886982', '1231']"
3458,GSAT
3459,"['0001366868', '1231']"
3460,GSB
3461,"['0001112920', '1231']"
3462,GSBC
3463,"['0000854560', '1231']"
3464,GSIT
3465,"['0001126741', '0331']"
3466,GSK
3467,"['0001131399', '40']"
3468,GSL
3469,"['0001430725', '40']"
3470,GSM
3471,"['12', '40']"
3472,GSS
3473,"['0000903571', '40']"
3474,GT
3475,"['0000042582', '1231']"
3476,GTE
3477,"['0001273441', '40']"
3478,GTIM
3479,"['0000825324', '0924']"
3480,GTLS
3481,"['0000892553', '1231']"
3482,GTN
3483,"['0000043196', '1231']"
3484,GTS
3485,"['0001171662', '1231']"
3486,GTY
3487,"['0001052752', '1231']"
3488,GVA
3489,"['0000861459', '1231']"
3490,GVP
3491,"['0000944480', '1231']"
3492,GWR
3493,"['0001012620', '1231']"
3494,GWRE
3495,"['0001528396', '0731']"
3496,GWW
3497,"['0000277135', '1231']"
3498,H
3499,"['0001468174', '1231']"
3500,HA
3501,"['0001172222', '1231']"
3502,HAE
3503,"['0000313143', '0328']"
3504,HAFC
3505,"['0001109242', '1231']"
3506,HAIN
3507,"['0000910406', '0630']"
3508,HAL
3509,"['0000045012', '1231']"
3510,HALL
3511,"['0000819913', '1231']"
3512,HALO
3513,"['0001159036', '1231']"
3514,HAS
3515,"['0000046080', '1229']"
3516,HAYN
3517,"['0000858655', '0930']"
3518,HBAN
3519,"['0000049196', '1231']"
3520,HBCP
3521,"['0001436425', '1231']"
3522,HBI
3523,"['0001359841', '1228']"
3524,HBIO
3525,"['0001123494', '1231']"
3526,HBM
3527,"['1231', '40']"
3528,HBNC
3529,"['0000706129', '1231']"
3530,HCA
3531,"['0000860730', '1231']"
3532,HCC
3533,"['0001691303', '1231']"
3534,HCCI
3535,"['0001403431', '0103']"
3536,HCKT
3537,"['0001057379', '1227']"
3538,HCP
3539,"['0000765880', '1231']"
3540,HCSG
3541,"['0000731012', '1231']"
3542,HD
3543,"['0000354950', '0202']"
3544,HDSN
3545,"['0000925528', '1231']"
3546,HE
3547,"['0000354707', '1231']"
3548,HEES
3549,"['0001339605', '1231']"
3550,HEI
3551,"['0000046619', '1031']"
3552,HELE
3553,"['0000916789', '40']"
3554,HEP
3555,"['0001283140', '1231']"
3556,HES
3557,"['0000004447', '1231']"
3558,HFC
3559,"['0000048039', '1231']"
3560,HFWA
3561,"['0001046025', '1231']"
3562,HHC
3563,"['0001498828', '1231']"
3564,HHS
3565,"['0000045919', '1231']"
3566,HI
3567,"['0001417398', '0930']"
3568,HIBB
3569,"['0001017480', '0201']"
3570,HIG
3571,"['0000874766', '1231']"
3572,HII
3573,"['0001501585', '1231']"
3574,HIL
3575,"['0001287808', '1231']"
3576,HIMX
3577,"['1231', '40']"
3578,HIW
3579,"['0000921082', '1231']"
3580,HL
3581,"['0000719413', '1231']"
3582,HLF
3583,"['0001180262', '40']"
3584,HLIT
3585,"['0000851310', '1231']"
3586,HLX
3587,"['0000866829', '1231']"
3588,HMC
3589,"['0331', '40']"
3590,HMN
3591,"['0000850141', '1231']"
3592,HMST
3593,"['0001518715', '1231']"
3594,HMSY
3595,"['0001196501', '1231']"
3596,HNI
3597,"['0000048287', '1228']"
3598,HNRG
3599,"['0000788965', '1231']"
3600,HOFT
3601,"['0001077688', '0131']"
3602,HOG
3603,"['0000793952', '1231']"
3604,HOLI
3605,"['03', '40']"
3606,HOLX
3607,"['0000859737', '0928']"
3608,HOMB
3609,"['0001331520', '1231']"
3610,HOME
3611,"['0001646228', '0125']"
3612,HON
3613,"['0000773840', '1231']"
3614,HOS
3615,"['0001131227', '1231']"
3616,HOV
3617,"['0000357294', '1031']"
3618,HP
3619,"['0000046765', '0930']"
3620,HPP
3621,"['0001482512', '1231']"
3622,HPQ
3623,"['0000047217', '1031']"
3624,HR
3625,"['0000899749', '1231']"
3626,HRB
3627,"['0000012659', '0430']"
3628,HRC
3629,"['0000047518', '0930']"
3630,HRL
3631,"['0000048465', '1027']"
3632,HRZN
3633,"['0001487428', '1231']"
3634,HSC
3635,"['0000045876', '1231']"
3636,HSIC
3637,"['0001000228', '1228']"
3638,HSII
3639,"['0001066605', '1231']"
3640,HSKA
3641,"['0001038133', '1231']"
3642,HSON
3643,"['0001210708', '1231']"
3644,HST
3645,"['0001070750', '1231']"
3646,HSTM
3647,"['0001095565', '1231']"
3648,HSY
3649,"['0000047111', '1231']"
3650,HT
3651,"['0001063344', '1231']"
3652,HTBK
3653,"['0001053352', '1231']"
3654,HTGC
3655,"['0001280784', '19']"
3656,HTH
3657,"['0001265131', '1231']"
3658,HTHT
3659,"['24', '40']"
3660,HTLD
3661,"['0000799233', '1231']"
3662,HTLF
3663,"['0000920112', '1231']"
3664,HTZ
3665,"['0001657853', '1231']"
3666,HUBG
3667,"['0000940942', '1231']"
3668,HUM
3669,"['0000049071', '1231']"
3670,HUN
3671,"['0001307954', '1231']"
3672,HURN
3673,"['0001289848', '1231']"
3674,HVT
3675,"['0000216085', '1231']"
3676,HWCC
3677,"['0001356949', '1231']"
3678,HXL
3679,"['0000717605', '1231']"
3680,HZNP
3681,"['0001492426', '40']"
3682,HZO
3683,"['0001057060', '0930']"
3684,IAG
3685,"['1231', '40']"
3686,IART
3687,"['0000917520', '1231']"
3688,IBA
3689,"['21', '1231']"
3690,IBCP
3691,"['0000039311', '1231']"
3692,IBKC
3693,"['0000933141', '1231']"
3694,IBKR
3695,"['0001381197', '1231']"
3696,IBM
3697,"['0000051143', '1231']"
3698,IBN
3699,"['0331', '40']"
3700,ICAD
3701,"['0000749660', '1231']"
3702,ICE
3703,"['0001571949', '1231']"
3704,ICFI
3705,"['0001362004', '1231']"
3706,ICLR
3707,"['0531', '40']"
3708,ICON
3709,"['0000857737', '1231']"
3710,ICUI
3711,"['0000883984', '1231']"
3712,IDA
3713,"['0001057877', '1231']"
3714,IDCC
3715,"['0001405495', '1231']"
3716,IDN
3717,"['0001040896', '1231']"
3718,IDRA
3719,"['0000861838', '1231']"
3720,IDSA
3721,"['0000004187', '1231']"
3722,IDXX
3723,"['0000874716', '1231']"
3724,IEC
